epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2108.03,0.59731,0.39563,0.84607,0.62895,0.79772,0.7093,0.47691,1.05881,0.96785,0.95668,0.000586765,0.000586765,0.000586765
182,2119.15,0.58648,0.38846,0.83447,0.63608,0.78932,0.7169,0.48732,1.00297,0.9752,0.93715,0.000586058,0.000586058,0.000586058
183,2130.67,0.58551,0.38741,0.83362,0.63868,0.69158,0.67856,0.44843,1.03311,1.07337,0.92964,0.000585351,0.000585351,0.000585351
184,2141.68,0.58017,0.38804,0.84364,0.59054,0.7701,0.68955,0.46866,1.02195,1.04277,0.93216,0.000584645,0.000584645,0.000584645
185,2153.1,0.5976,0.39822,0.84331,0.68456,0.67143,0.6597,0.4476,1.00781,1.03507,0.92778,0.000583938,0.000583938,0.000583938
186,2164.82,0.58167,0.40397,0.84046,0.68536,0.69864,0.67752,0.45786,1.04815,1.03931,0.95623,0.000583231,0.000583231,0.000583231
187,2176.18,0.59005,0.40324,0.84245,0.6691,0.69443,0.67951,0.46013,1.02181,1.09456,0.93174,0.000582524,0.000582524,0.000582524
188,2187.67,0.59508,0.39704,0.83925,0.63831,0.74616,0.67821,0.45931,1.02055,1.00128,0.94046,0.000581817,0.000581817,0.000581817
189,2199,0.58352,0.38672,0.83785,0.60694,0.80656,0.6976,0.47116,1.00009,1.01041,0.94994,0.00058111,0.00058111,0.00058111
190,2210.79,0.57696,0.38242,0.83816,0.65524,0.78924,0.71305,0.48338,0.98697,0.97496,0.93855,0.000580403,0.000580403,0.000580403
191,2222.74,0.57489,0.38701,0.83439,0.63573,0.766,0.70179,0.47671,1.00123,1.01582,0.92782,0.000579697,0.000579697,0.000579697
192,2234.37,0.58358,0.39435,0.8377,0.69861,0.69626,0.71066,0.47486,1.02154,1.01314,0.93013,0.00057899,0.00057899,0.00057899
193,2245.95,0.57883,0.39081,0.84541,0.66571,0.72847,0.68765,0.46701,1.00491,1.0235,0.93914,0.000578283,0.000578283,0.000578283
194,2257.49,0.57522,0.38571,0.83816,0.72173,0.6417,0.6738,0.45139,0.99313,1.03796,0.94115,0.000577576,0.000577576,0.000577576
195,2268.6,0.56435,0.384,0.83714,0.66272,0.76733,0.7103,0.46831,1.03481,0.98451,0.96619,0.000576869,0.000576869,0.000576869
196,2279.85,0.57747,0.40047,0.84484,0.68251,0.73395,0.69643,0.46967,1.01215,0.99242,0.93192,0.000576162,0.000576162,0.000576162
197,2291.4,0.58918,0.39723,0.84166,0.61412,0.76511,0.68085,0.46032,1.00059,1.00001,0.9155,0.000575455,0.000575455,0.000575455
198,2303.05,0.58558,0.39617,0.84219,0.68881,0.72841,0.72145,0.48784,1.00384,0.97244,0.94323,0.000574749,0.000574749,0.000574749
199,2314.41,0.56857,0.3877,0.84035,0.64283,0.77713,0.72086,0.47825,1.00958,0.98771,0.95272,0.000574042,0.000574042,0.000574042
200,2325.87,0.57101,0.3865,0.83831,0.63948,0.76967,0.69339,0.47027,1.00615,1.07739,0.93617,0.000573335,0.000573335,0.000573335
201,2337.96,0.59118,0.3897,0.83758,0.6793,0.76942,0.70603,0.47701,0.98483,1.01109,0.9163,0.000572628,0.000572628,0.000572628
202,2349.79,0.59849,0.39515,0.83536,0.66962,0.76005,0.69668,0.46956,0.99832,1.03751,0.92189,0.000571921,0.000571921,0.000571921
203,2361.35,0.58212,0.38008,0.84197,0.59757,0.77706,0.67069,0.45558,1.00879,1.05887,0.93536,0.000571214,0.000571214,0.000571214
204,2373.15,0.58523,0.38125,0.84311,0.58063,0.76077,0.65004,0.4478,1.00471,1.04387,0.93098,0.000570507,0.000570507,0.000570507
205,2384.88,0.58123,0.39168,0.83654,0.58496,0.79954,0.67341,0.45825,0.99091,0.98458,0.92438,0.000569801,0.000569801,0.000569801
206,2396.68,0.58315,0.38252,0.84551,0.66028,0.704,0.70842,0.48295,1.02013,0.99054,0.93143,0.000569094,0.000569094,0.000569094
207,2408.43,0.56639,0.37894,0.84434,0.62824,0.73979,0.70275,0.48156,0.99898,1.00622,0.93031,0.000568387,0.000568387,0.000568387
208,2420.1,0.58179,0.37758,0.84198,0.68089,0.73785,0.72732,0.49204,0.99394,0.98708,0.91409,0.00056768,0.00056768,0.00056768
209,2431.95,0.56527,0.37246,0.83517,0.61459,0.8136,0.72234,0.49663,0.9795,1.01216,0.9228,0.000566973,0.000566973,0.000566973
210,2443.46,0.57131,0.38331,0.83601,0.60639,0.8558,0.7158,0.49212,1.00681,1.00814,0.94093,0.000566266,0.000566266,0.000566266
211,2456.91,0.56857,0.37666,0.84255,0.63627,0.68078,0.68644,0.46763,0.99653,1.01697,0.93063,0.000565559,0.000565559,0.000565559
212,2468.69,0.57117,0.37275,0.83872,0.60656,0.75279,0.6663,0.44856,1.00983,1.00158,0.94424,0.000564853,0.000564853,0.000564853
213,2480.45,0.56135,0.36413,0.8341,0.62995,0.81424,0.71088,0.48134,0.99487,0.9625,0.92956,0.000564146,0.000564146,0.000564146
214,2491.79,0.56211,0.36528,0.83928,0.58837,0.86646,0.73785,0.50385,0.9693,0.94417,0.91432,0.000563439,0.000563439,0.000563439
215,2503.33,0.56585,0.37345,0.84098,0.62295,0.78669,0.72236,0.49621,1.01654,1.01644,0.9416,0.000562732,0.000562732,0.000562732
216,2514.82,0.58103,0.37484,0.83708,0.62596,0.80132,0.70316,0.48131,1.01464,1.01034,0.93583,0.000562025,0.000562025,0.000562025
217,2525.9,0.57203,0.37895,0.84063,0.64663,0.78898,0.72252,0.50161,0.98335,0.98256,0.93202,0.000561318,0.000561318,0.000561318
218,2537.68,0.55943,0.36784,0.84247,0.65561,0.86008,0.74665,0.52037,0.99459,0.97087,0.93182,0.000560611,0.000560611,0.000560611
219,2549.54,0.56714,0.37851,0.83141,0.72556,0.78329,0.76103,0.52131,1.02192,0.92153,0.93536,0.000559905,0.000559905,0.000559905
220,2561.57,0.56398,0.3757,0.83357,0.66617,0.85312,0.74031,0.51015,1.00171,0.90764,0.93659,0.000559198,0.000559198,0.000559198
221,2573.28,0.55689,0.36525,0.83593,0.70849,0.71676,0.73105,0.50522,0.99961,0.96817,0.93672,0.000558491,0.000558491,0.000558491
222,2584.75,0.57326,0.37569,0.83775,0.66363,0.78275,0.70243,0.4829,0.99428,0.99573,0.9234,0.000557784,0.000557784,0.000557784
223,2596.08,0.55305,0.3645,0.83716,0.69104,0.81942,0.72455,0.49654,1.00063,0.92236,0.94173,0.000557077,0.000557077,0.000557077
224,2607.55,0.57264,0.36899,0.83394,0.64932,0.81413,0.70379,0.47927,1.008,1.01048,0.93196,0.00055637,0.00055637,0.00055637
225,2619.24,0.56545,0.36962,0.83813,0.64767,0.71267,0.67551,0.45432,1.02548,1.01733,0.95111,0.000555663,0.000555663,0.000555663
226,2630.9,0.5666,0.36868,0.83067,0.67706,0.68094,0.69939,0.48258,1.00108,0.96966,0.9405,0.000554956,0.000554956,0.000554956
227,2642.44,0.56841,0.36771,0.84327,0.62336,0.69867,0.66575,0.46264,0.99872,0.99925,0.93524,0.00055425,0.00055425,0.00055425
228,2654.03,0.56497,0.36628,0.83296,0.6181,0.67352,0.66391,0.45001,1.01661,1.01751,0.93217,0.000553543,0.000553543,0.000553543
229,2665.42,0.54957,0.36311,0.83888,0.68217,0.71301,0.68549,0.46017,1.02974,0.97276,0.94124,0.000552836,0.000552836,0.000552836
230,2676.83,0.55845,0.36822,0.83404,0.67046,0.70921,0.6928,0.4624,1.01864,1.0404,0.93596,0.000552129,0.000552129,0.000552129
231,2688.17,0.55817,0.36568,0.83384,0.6765,0.65474,0.66581,0.44875,0.99981,1.07478,0.93108,0.000551422,0.000551422,0.000551422
232,2699.47,0.56268,0.37016,0.83562,0.69914,0.63565,0.69161,0.47043,1.01625,1.06821,0.94196,0.000550715,0.000550715,0.000550715
233,2710.97,0.55677,0.3649,0.83721,0.65979,0.71765,0.71919,0.48473,1.0108,1.02466,0.93646,0.000550008,0.000550008,0.000550008
234,2722.62,0.55726,0.37409,0.83155,0.68829,0.72344,0.71092,0.47528,1.0201,1.01239,0.93597,0.000549302,0.000549302,0.000549302
235,2734.17,0.5612,0.37204,0.8365,0.67597,0.70343,0.70836,0.4834,1.00604,0.97803,0.9584,0.000548595,0.000548595,0.000548595
236,2745.62,0.55649,0.37471,0.83689,0.72471,0.7071,0.72843,0.49674,1.00641,0.93585,0.9277,0.000547888,0.000547888,0.000547888
237,2757.01,0.56362,0.37341,0.83579,0.67327,0.69023,0.70585,0.47856,0.97838,1.00135,0.92861,0.000547181,0.000547181,0.000547181
238,2768.45,0.55744,0.36707,0.83777,0.61291,0.73441,0.6818,0.45757,0.98859,1.03036,0.93582,0.000546474,0.000546474,0.000546474
239,2779.96,0.54328,0.36193,0.83564,0.58146,0.82981,0.6884,0.45097,1.03584,1.01121,0.95028,0.000545767,0.000545767,0.000545767
240,2791.65,0.55303,0.35616,0.83926,0.62231,0.68493,0.65969,0.44116,1.03512,1.02477,0.95622,0.00054506,0.00054506,0.00054506
241,2803.53,0.53279,0.35529,0.83087,0.65792,0.63388,0.64986,0.44015,1.01946,1.07512,0.94121,0.000544354,0.000544354,0.000544354
242,2815.37,0.54188,0.36263,0.83269,0.65801,0.68683,0.62706,0.41016,1.02908,1.16895,0.95707,0.000543647,0.000543647,0.000543647
243,2827.14,0.54032,0.36577,0.83396,0.71022,0.70508,0.67119,0.44853,1.01166,1.10233,0.97268,0.00054294,0.00054294,0.00054294
244,2839.01,0.54376,0.36285,0.83532,0.61992,0.81481,0.70539,0.47406,1.03317,0.97464,0.94093,0.000542233,0.000542233,0.000542233
245,2850.89,0.55094,0.35526,0.83549,0.6306,0.80288,0.69301,0.46196,1.01472,0.98854,0.92712,0.000541526,0.000541526,0.000541526
246,2862.75,0.54683,0.35349,0.83476,0.62123,0.79146,0.69354,0.46622,1.00657,1.00303,0.94921,0.000540819,0.000540819,0.000540819
247,2874.63,0.54386,0.35509,0.83426,0.58813,0.81434,0.68947,0.45995,1.01358,1.02561,0.94885,0.000540112,0.000540112,0.000540112
248,2886.45,0.55668,0.35825,0.82617,0.63087,0.74127,0.67149,0.45047,0.99224,0.99178,0.91403,0.000539406,0.000539406,0.000539406
249,2897.72,0.55192,0.35574,0.83399,0.64062,0.70775,0.64833,0.43768,1.00759,1.07412,0.92179,0.000538699,0.000538699,0.000538699
250,2909.34,0.53666,0.35867,0.83671,0.62956,0.73246,0.68418,0.46239,1.02115,1.01625,0.93368,0.000537992,0.000537992,0.000537992
251,2920.64,0.54583,0.35725,0.83389,0.65641,0.74463,0.69434,0.46539,1.01817,0.94505,0.92217,0.000537285,0.000537285,0.000537285
252,2931.68,0.54393,0.35834,0.83448,0.66686,0.77191,0.71187,0.48357,1.00835,0.97246,0.92678,0.000536578,0.000536578,0.000536578
253,2943.32,0.5441,0.35555,0.8342,0.70332,0.70858,0.69828,0.47229,0.99719,0.993,0.91325,0.000535871,0.000535871,0.000535871
254,2954.92,0.56223,0.36123,0.83821,0.63543,0.69552,0.6613,0.43472,1.0084,1.0298,0.91722,0.000535164,0.000535164,0.000535164
255,2966.54,0.54942,0.35498,0.83224,0.65699,0.70039,0.66122,0.4449,1.00237,1.07723,0.93295,0.000534458,0.000534458,0.000534458
256,2977.72,0.53591,0.35129,0.83532,0.69555,0.71657,0.71076,0.48262,1.01154,0.98238,0.94349,0.000533751,0.000533751,0.000533751
257,2989.46,0.5247,0.34784,0.83546,0.64119,0.76567,0.71077,0.47825,1.01597,0.99307,0.92304,0.000533044,0.000533044,0.000533044
258,3001.25,0.53686,0.35349,0.831,0.69827,0.64756,0.68409,0.46569,0.98641,0.99626,0.91301,0.000532337,0.000532337,0.000532337
259,3012.88,0.54772,0.35331,0.83243,0.65702,0.77399,0.72509,0.48635,1.00827,0.92125,0.9406,0.00053163,0.00053163,0.00053163
260,3024.84,0.54177,0.35779,0.83058,0.66502,0.74318,0.72441,0.49171,1.01941,0.92415,0.9307,0.000530923,0.000530923,0.000530923
261,3036.09,0.54619,0.35507,0.83352,0.65702,0.77896,0.71681,0.48739,1.01264,0.96732,0.92816,0.000530216,0.000530216,0.000530216
262,3047.43,0.53803,0.35749,0.83981,0.65514,0.70538,0.69015,0.46021,1.02061,1.0487,0.93302,0.00052951,0.00052951,0.00052951
263,3058.96,0.51624,0.34114,0.83151,0.62989,0.71923,0.67403,0.46138,1.02134,1.1049,0.93177,0.000528803,0.000528803,0.000528803
264,3070.81,0.53655,0.3531,0.83028,0.75126,0.6564,0.7252,0.48936,1.0148,1.00098,0.92598,0.000528096,0.000528096,0.000528096
265,3082.68,0.53367,0.34998,0.83182,0.72905,0.6674,0.70385,0.47237,1.01983,1.04332,0.94815,0.000527389,0.000527389,0.000527389
266,3094.27,0.54124,0.35284,0.83155,0.66986,0.78165,0.72432,0.4857,1.02829,0.91641,0.94852,0.000526682,0.000526682,0.000526682
267,3106.01,0.54842,0.35956,0.83223,0.64261,0.80504,0.7277,0.49674,1.01671,0.93098,0.93944,0.000525975,0.000525975,0.000525975
268,3117.91,0.53756,0.34796,0.82916,0.6509,0.7558,0.70416,0.48373,1.00261,0.93851,0.94588,0.000525268,0.000525268,0.000525268
269,3129.59,0.51511,0.33964,0.83609,0.67568,0.71997,0.70778,0.47731,1.00676,0.96583,0.94212,0.000524562,0.000524562,0.000524562
270,3141.45,0.54055,0.35408,0.83404,0.72198,0.67348,0.71049,0.48165,1.00087,0.99731,0.92993,0.000523855,0.000523855,0.000523855
271,3153.37,0.53606,0.34964,0.83455,0.70332,0.72846,0.71233,0.48661,0.998,0.97417,0.92437,0.000523148,0.000523148,0.000523148
272,3165.26,0.51782,0.34044,0.82916,0.6987,0.67485,0.68625,0.46745,1.00628,1.03275,0.93246,0.000522441,0.000522441,0.000522441
273,3176.74,0.52008,0.34376,0.82458,0.73423,0.64771,0.70834,0.48282,1.02319,0.99263,0.94785,0.000521734,0.000521734,0.000521734
274,3188.68,0.53529,0.35206,0.83076,0.70707,0.68265,0.70916,0.48473,1.01885,1.0363,0.94756,0.000521027,0.000521027,0.000521027
275,3200.51,0.52536,0.34781,0.83008,0.65295,0.81609,0.72731,0.49541,1.00537,0.99621,0.93977,0.00052032,0.00052032,0.00052032
276,3212.35,0.51503,0.34077,0.8259,0.68325,0.85021,0.73248,0.4952,1.02932,0.99931,0.94269,0.000519613,0.000519613,0.000519613
277,3224.12,0.53555,0.34691,0.84116,0.73147,0.69427,0.71097,0.4806,1.02844,1.01696,0.9588,0.000518907,0.000518907,0.000518907
278,3236.07,0.54182,0.35049,0.8279,0.64759,0.82872,0.7073,0.46908,1.03501,0.91584,0.96604,0.0005182,0.0005182,0.0005182
279,3248.09,0.5224,0.34497,0.82545,0.71606,0.7303,0.73905,0.49736,1.01937,0.96845,0.96607,0.000517493,0.000517493,0.000517493
280,3260.16,0.52127,0.33873,0.83098,0.67075,0.76852,0.73391,0.49442,1.01755,0.96928,0.95921,0.000516786,0.000516786,0.000516786
281,3271.65,0.5251,0.34169,0.83163,0.70676,0.70478,0.72951,0.49313,1.00798,0.99074,0.95085,0.000516079,0.000516079,0.000516079
282,3283.35,0.50965,0.34887,0.83308,0.67628,0.72723,0.72042,0.48682,1.01409,0.95958,0.94515,0.000515372,0.000515372,0.000515372
283,3295.05,0.52433,0.3439,0.83063,0.6639,0.7591,0.70769,0.48037,0.9993,0.99383,0.93136,0.000514665,0.000514665,0.000514665
284,3306.61,0.54386,0.34869,0.83741,0.66671,0.80448,0.70851,0.48233,0.99124,0.94367,0.9261,0.000513959,0.000513959,0.000513959
285,3318.16,0.51243,0.34268,0.82972,0.67564,0.81367,0.74852,0.51528,0.9864,0.93086,0.92152,0.000513252,0.000513252,0.000513252
286,3329.68,0.53922,0.35353,0.83476,0.68171,0.82294,0.74758,0.51217,0.98127,0.9331,0.92223,0.000512545,0.000512545,0.000512545
287,3341.16,0.52727,0.33898,0.83011,0.66943,0.80841,0.73683,0.50439,1.00274,0.95002,0.93577,0.000511838,0.000511838,0.000511838
288,3352.56,0.53057,0.34939,0.82892,0.64881,0.79284,0.71587,0.49006,1.01534,0.95973,0.93953,0.000511131,0.000511131,0.000511131
289,3364.31,0.52741,0.3387,0.82846,0.66387,0.74508,0.70523,0.48487,1.001,0.99276,0.94472,0.000510424,0.000510424,0.000510424
290,3375.96,0.52562,0.34641,0.8311,0.65317,0.78095,0.70593,0.48632,0.99038,0.9584,0.93635,0.000509717,0.000509717,0.000509717
291,3388.33,0.50905,0.33382,0.82326,0.68294,0.67774,0.69794,0.47349,0.99783,1.05202,0.94029,0.000509011,0.000509011,0.000509011
292,3400.08,0.51519,0.33514,0.82838,0.64828,0.70582,0.67034,0.44859,1.00767,1.06411,0.95937,0.000508304,0.000508304,0.000508304
293,3411.93,0.50997,0.33238,0.82412,0.6702,0.74888,0.69335,0.47014,1.0063,0.96958,0.95432,0.000507597,0.000507597,0.000507597
294,3423.76,0.51309,0.34078,0.82527,0.64919,0.78047,0.70585,0.48511,1.00327,0.93255,0.94156,0.00050689,0.00050689,0.00050689
295,3435.58,0.51958,0.34166,0.82949,0.65513,0.77333,0.73093,0.50707,0.99275,0.92639,0.95825,0.000506183,0.000506183,0.000506183
296,3447.22,0.52706,0.34553,0.83472,0.65418,0.7396,0.71335,0.48132,1.00782,0.93571,0.98047,0.000505476,0.000505476,0.000505476
297,3458.97,0.50676,0.34035,0.82472,0.64143,0.7821,0.72316,0.49187,1.02567,0.9176,0.96903,0.000504769,0.000504769,0.000504769
298,3470.82,0.50172,0.32927,0.82325,0.59423,0.8591,0.72149,0.48791,1.02951,0.95565,0.95806,0.000504063,0.000504063,0.000504063
299,3482.62,0.52308,0.34569,0.8256,0.63103,0.80118,0.7027,0.46908,1.02065,0.97761,0.95487,0.000503356,0.000503356,0.000503356
300,3494.28,0.5089,0.3438,0.83076,0.63211,0.81047,0.71184,0.4751,1.02521,0.94325,0.9639,0.000502649,0.000502649,0.000502649
301,3506.06,0.52412,0.34435,0.83523,0.71716,0.74629,0.75512,0.50364,1.03646,0.93067,0.96883,0.000501942,0.000501942,0.000501942
302,3517.78,0.51894,0.34387,0.82936,0.66889,0.77214,0.7236,0.48563,1.0335,0.97843,0.95906,0.000501235,0.000501235,0.000501235
303,3529.33,0.51988,0.32929,0.82966,0.67266,0.83309,0.73727,0.49914,0.98326,0.94323,0.93401,0.000500528,0.000500528,0.000500528
304,3540.95,0.50712,0.33251,0.82668,0.62318,0.86999,0.70465,0.46725,0.99801,0.95771,0.93434,0.000499821,0.000499821,0.000499821
305,3552.8,0.51381,0.33654,0.82845,0.58897,0.80719,0.66735,0.45386,0.99848,1.00562,0.92155,0.000499115,0.000499115,0.000499115
306,3564.53,0.50546,0.34027,0.83216,0.63586,0.72736,0.69172,0.47855,0.98729,0.98515,0.92785,0.000498408,0.000498408,0.000498408
307,3576.12,0.51151,0.33326,0.83603,0.62238,0.73086,0.68666,0.46449,0.99407,0.98716,0.93099,0.000497701,0.000497701,0.000497701
308,3587.74,0.51802,0.33981,0.83269,0.66836,0.71832,0.68462,0.4628,1.00801,0.99893,0.93387,0.000496994,0.000496994,0.000496994
309,3599.14,0.5296,0.34778,0.83419,0.65444,0.72368,0.68304,0.46234,1.00732,0.98369,0.93113,0.000496287,0.000496287,0.000496287
310,3610.84,0.52224,0.34625,0.8272,0.61463,0.81612,0.70837,0.47431,0.99309,0.96547,0.93726,0.00049558,0.00049558,0.00049558
311,3622.11,0.50248,0.33891,0.82455,0.64443,0.72122,0.69564,0.47233,0.96408,0.93434,0.92601,0.000494873,0.000494873,0.000494873
312,3633.51,0.50863,0.33058,0.8265,0.62972,0.70503,0.67814,0.45861,0.98961,0.99252,0.93029,0.000494167,0.000494167,0.000494167
313,3644.79,0.49776,0.33081,0.82948,0.63268,0.70243,0.68727,0.46725,1.01649,0.98792,0.95465,0.00049346,0.00049346,0.00049346
314,3656.16,0.51462,0.34133,0.82702,0.66201,0.74866,0.71473,0.48193,1.0206,0.95853,0.94556,0.000492753,0.000492753,0.000492753
315,3667.58,0.51344,0.32948,0.82776,0.68547,0.76329,0.72317,0.48764,1.01468,0.9331,0.94546,0.000492046,0.000492046,0.000492046
316,3679.28,0.50399,0.334,0.82819,0.66115,0.75771,0.70467,0.47698,1.02722,0.95573,0.96562,0.000491339,0.000491339,0.000491339
317,3690.64,0.49896,0.32338,0.82861,0.64618,0.75363,0.69171,0.46678,1.03954,0.96249,0.96245,0.000490632,0.000490632,0.000490632
318,3702.29,0.51452,0.34068,0.83177,0.62034,0.77322,0.68842,0.46779,1.02394,0.98993,0.95742,0.000489925,0.000489925,0.000489925
319,3713.77,0.50609,0.32887,0.8179,0.62895,0.79654,0.71157,0.4783,1.02194,0.98909,0.93236,0.000489219,0.000489219,0.000489219
320,3725.33,0.50291,0.3307,0.82861,0.63494,0.76501,0.70462,0.47193,1.00481,0.96621,0.93322,0.000488512,0.000488512,0.000488512
321,3736.87,0.50096,0.32678,0.8278,0.64875,0.78778,0.70016,0.46653,1.01505,0.95061,0.95505,0.000487805,0.000487805,0.000487805
322,3748,0.49094,0.32508,0.83093,0.61967,0.78755,0.68332,0.45723,1.00171,0.98417,0.94814,0.000487098,0.000487098,0.000487098
323,3759.04,0.51211,0.33545,0.82731,0.66824,0.72742,0.70208,0.47316,1.00328,1.01555,0.9401,0.000486391,0.000486391,0.000486391
324,3770.56,0.5098,0.33322,0.82748,0.65936,0.73433,0.69481,0.46718,0.99796,1.01778,0.95323,0.000485684,0.000485684,0.000485684
325,3781.95,0.49592,0.32863,0.82769,0.61818,0.77737,0.69881,0.46898,0.98132,0.99357,0.93318,0.000484977,0.000484977,0.000484977
326,3793.46,0.50132,0.32614,0.82518,0.60322,0.86448,0.72671,0.48916,1.0022,0.94055,0.95635,0.000484271,0.000484271,0.000484271
327,3804.54,0.49756,0.33228,0.82695,0.7221,0.65348,0.71625,0.47835,1.00457,0.95228,0.96415,0.000483564,0.000483564,0.000483564
328,3816.21,0.49882,0.31866,0.82504,0.64396,0.67419,0.67292,0.45803,0.99021,0.99326,0.96412,0.000482857,0.000482857,0.000482857
329,3827.89,0.50273,0.32802,0.82192,0.65601,0.67139,0.67926,0.45731,0.99366,1.00156,0.96182,0.00048215,0.00048215,0.00048215
330,3839.89,0.4964,0.32401,0.82664,0.66991,0.66889,0.69599,0.4735,0.99733,0.97485,0.95258,0.000481443,0.000481443,0.000481443
331,3851.6,0.48691,0.31565,0.82413,0.63165,0.7142,0.67506,0.46089,0.98284,0.99908,0.93954,0.000480736,0.000480736,0.000480736
332,3863.2,0.48747,0.32285,0.82588,0.66644,0.68906,0.6858,0.46903,0.97874,1.01477,0.94054,0.000480029,0.000480029,0.000480029
333,3874.91,0.48266,0.32355,0.8245,0.66943,0.6845,0.65821,0.44714,1.00177,1.0351,0.95109,0.000479322,0.000479322,0.000479322
334,3886.51,0.49463,0.31886,0.81994,0.58307,0.74179,0.65866,0.44248,0.99511,1.02787,0.94698,0.000478616,0.000478616,0.000478616
335,3898.12,0.485,0.32335,0.82493,0.62483,0.74142,0.68422,0.46421,1.00854,0.98777,0.96414,0.000477909,0.000477909,0.000477909
336,3909.79,0.49678,0.32696,0.82562,0.65928,0.79292,0.7277,0.49618,0.98964,0.93318,0.96312,0.000477202,0.000477202,0.000477202
337,3921.3,0.4988,0.32726,0.82295,0.72186,0.78245,0.74754,0.51001,1.00799,0.9306,0.95389,0.000476495,0.000476495,0.000476495
338,3933.15,0.49639,0.32363,0.82547,0.69834,0.78744,0.75313,0.50183,1.02251,0.91083,0.93452,0.000475788,0.000475788,0.000475788
339,3945.37,0.51386,0.33298,0.8343,0.6952,0.75338,0.70981,0.48243,0.99491,0.98881,0.93351,0.000475081,0.000475081,0.000475081
340,3957.25,0.49795,0.32695,0.82701,0.71294,0.68584,0.68527,0.46886,1.01168,1.04674,0.94514,0.000474374,0.000474374,0.000474374
341,3968.99,0.49154,0.32967,0.82322,0.62546,0.73168,0.6627,0.45046,1.01625,1.01643,0.94044,0.000473668,0.000473668,0.000473668
342,3980.36,0.50119,0.32545,0.82497,0.6234,0.74613,0.66767,0.4441,1.01609,1.03928,0.93483,0.000472961,0.000472961,0.000472961
343,3991.77,0.50492,0.32332,0.82925,0.65975,0.70573,0.67379,0.46345,1.02082,1.02355,0.93828,0.000472254,0.000472254,0.000472254
344,4003.21,0.49128,0.32035,0.82646,0.61635,0.77212,0.71265,0.47944,1.03443,0.98213,0.94038,0.000471547,0.000471547,0.000471547
345,4014.51,0.47642,0.31462,0.82084,0.63677,0.77502,0.71916,0.48092,1.00345,0.96382,0.93335,0.00047084,0.00047084,0.00047084
346,4026.17,0.48104,0.32015,0.81924,0.69051,0.72308,0.70496,0.47186,1.00286,0.97713,0.93537,0.000470133,0.000470133,0.000470133
347,4037.97,0.48775,0.32084,0.8251,0.63225,0.83504,0.71273,0.4814,0.99918,0.93957,0.93508,0.000469426,0.000469426,0.000469426
348,4049.62,0.48908,0.32151,0.82174,0.62679,0.81699,0.71033,0.4781,0.99622,0.93746,0.93107,0.00046872,0.00046872,0.00046872
349,4061.49,0.49135,0.32092,0.82386,0.62746,0.8462,0.70677,0.47863,0.98897,0.92982,0.93206,0.000468013,0.000468013,0.000468013
350,4072.76,0.48333,0.3119,0.82539,0.68597,0.78775,0.71441,0.48235,0.97871,0.88762,0.93012,0.000467306,0.000467306,0.000467306
351,4084.21,0.48554,0.31527,0.82101,0.66176,0.79669,0.72079,0.48488,0.97001,0.88801,0.91971,0.000466599,0.000466599,0.000466599
352,4095.48,0.48516,0.31384,0.82865,0.69473,0.7921,0.72485,0.49021,0.98628,0.90158,0.92821,0.000465892,0.000465892,0.000465892
353,4106.49,0.48322,0.31317,0.82164,0.63,0.82505,0.71043,0.48352,0.98062,0.93616,0.941,0.000465185,0.000465185,0.000465185
354,4117.94,0.47976,0.31219,0.82743,0.64721,0.84246,0.72777,0.49478,0.97874,0.90002,0.93852,0.000464478,0.000464478,0.000464478
355,4129.31,0.48947,0.31595,0.82409,0.69509,0.78268,0.71263,0.47888,0.99758,0.94604,0.94475,0.000463772,0.000463772,0.000463772
356,4140.58,0.49462,0.32714,0.82577,0.65286,0.76589,0.69842,0.46678,1.00478,0.96057,0.94085,0.000463065,0.000463065,0.000463065
357,4152.14,0.49322,0.32974,0.8238,0.68595,0.68441,0.7012,0.47317,0.99108,0.94253,0.9421,0.000462358,0.000462358,0.000462358
358,4163.52,0.49146,0.31504,0.82666,0.6433,0.79338,0.70907,0.48812,0.9856,0.92138,0.92894,0.000461651,0.000461651,0.000461651
359,4175.48,0.47972,0.31516,0.82482,0.61949,0.77642,0.68437,0.464,1.0069,0.99235,0.92891,0.000460944,0.000460944,0.000460944
360,4187.19,0.48447,0.31414,0.82932,0.63417,0.79664,0.6973,0.47507,0.99241,0.95245,0.92331,0.000460237,0.000460237,0.000460237
361,4198.51,0.47847,0.31169,0.82598,0.68493,0.74878,0.70958,0.48282,0.99718,0.94689,0.93671,0.00045953,0.00045953,0.00045953
362,4210.12,0.48311,0.32003,0.82731,0.63246,0.79362,0.70865,0.47987,0.99552,0.92592,0.91708,0.000458824,0.000458824,0.000458824
363,4221.57,0.48266,0.31572,0.82785,0.64594,0.74815,0.69894,0.47824,0.97887,0.96615,0.91884,0.000458117,0.000458117,0.000458117
364,4232.96,0.47905,0.31425,0.82221,0.68638,0.71538,0.71486,0.48489,0.99926,0.93921,0.93075,0.00045741,0.00045741,0.00045741
365,4244.55,0.47335,0.31516,0.81971,0.67956,0.76939,0.71964,0.49041,0.99805,0.91358,0.92331,0.000456703,0.000456703,0.000456703
