epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,4256.39,0.48803,0.31546,0.82923,0.70818,0.7315,0.71439,0.49586,0.97581,0.92099,0.92016,0.000455996,0.000455996,0.000455996
367,4267.98,0.4946,0.32931,0.8238,0.68983,0.75854,0.715,0.48959,0.98092,0.9374,0.91862,0.000455289,0.000455289,0.000455289
368,4279.59,0.48714,0.31697,0.81859,0.67449,0.77755,0.71554,0.48847,0.98751,0.93935,0.92398,0.000454582,0.000454582,0.000454582
369,4291.85,0.47149,0.31745,0.82191,0.66998,0.8386,0.73511,0.50417,0.99864,0.93691,0.92752,0.000453876,0.000453876,0.000453876
370,4303.78,0.47862,0.31558,0.81696,0.66589,0.85197,0.72102,0.49012,0.99819,0.94981,0.92877,0.000453169,0.000453169,0.000453169
371,4315.49,0.48041,0.30756,0.82251,0.64152,0.78352,0.71722,0.48969,0.98283,0.97702,0.93102,0.000452462,0.000452462,0.000452462
372,4327,0.48275,0.31968,0.82651,0.64285,0.81659,0.73005,0.49919,0.99066,0.97317,0.93949,0.000451755,0.000451755,0.000451755
373,4338.66,0.47662,0.31155,0.82523,0.66081,0.75873,0.70744,0.48438,0.9766,0.95592,0.94284,0.000451048,0.000451048,0.000451048
374,4349.86,0.49167,0.32826,0.82435,0.67872,0.69143,0.68355,0.46882,0.98097,1.02519,0.92692,0.000450341,0.000450341,0.000450341
375,4361.62,0.4835,0.31022,0.8266,0.65711,0.69913,0.67632,0.45948,0.99143,1.06973,0.92388,0.000449634,0.000449634,0.000449634
376,4373.24,0.49318,0.31681,0.82764,0.62498,0.70022,0.67498,0.45478,0.99547,1.03888,0.93736,0.000448928,0.000448928,0.000448928
377,4384.98,0.47399,0.30798,0.82395,0.64599,0.70443,0.68655,0.46563,1.00481,0.99209,0.94464,0.000448221,0.000448221,0.000448221
378,4396.42,0.49105,0.32282,0.82652,0.63368,0.81443,0.7182,0.486,0.99801,0.93957,0.95083,0.000447514,0.000447514,0.000447514
379,4408.1,0.48108,0.31605,0.82681,0.68005,0.78994,0.71928,0.48578,0.99389,0.91249,0.94501,0.000446807,0.000446807,0.000446807
380,4419.67,0.48967,0.32111,0.82858,0.65787,0.79522,0.71261,0.48289,1.00373,0.92806,0.93567,0.0004461,0.0004461,0.0004461
381,4431.53,0.47471,0.30662,0.82601,0.66832,0.76321,0.70593,0.47287,0.9912,0.95318,0.92177,0.000445393,0.000445393,0.000445393
382,4443.06,0.4849,0.31725,0.82359,0.6218,0.78205,0.67896,0.45215,0.99726,1.00058,0.92882,0.000444686,0.000444686,0.000444686
383,4454.61,0.46799,0.30917,0.81855,0.6353,0.82165,0.6909,0.46494,0.9957,0.95294,0.92293,0.000443979,0.000443979,0.000443979
384,4466.33,0.47808,0.31044,0.82961,0.64857,0.81189,0.7006,0.47098,0.99406,0.92917,0.93228,0.000443273,0.000443273,0.000443273
385,4477.99,0.48187,0.31106,0.82596,0.66708,0.79938,0.72367,0.492,0.99985,0.90705,0.93823,0.000442566,0.000442566,0.000442566
386,4489.74,0.47202,0.31655,0.82089,0.65314,0.82365,0.74234,0.50359,0.98764,0.9007,0.92267,0.000441859,0.000441859,0.000441859
387,4501.29,0.48043,0.31869,0.81817,0.65311,0.78114,0.7367,0.49939,0.9877,0.95471,0.9207,0.000441152,0.000441152,0.000441152
388,4513.22,0.48847,0.31307,0.81972,0.68101,0.76199,0.72768,0.48762,0.99424,0.94817,0.91096,0.000440445,0.000440445,0.000440445
389,4525.55,0.47086,0.31187,0.82377,0.66327,0.82104,0.73228,0.49658,0.99005,0.90704,0.90331,0.000439738,0.000439738,0.000439738
390,4537.26,0.48125,0.31872,0.82265,0.64847,0.75756,0.69663,0.47112,0.98276,0.95443,0.902,0.000439031,0.000439031,0.000439031
391,4548.93,0.48219,0.31899,0.82691,0.63386,0.76622,0.71801,0.49071,0.97886,0.97843,0.90716,0.000438325,0.000438325,0.000438325
392,4560.73,0.4755,0.31415,0.82023,0.71934,0.72317,0.7451,0.51061,0.98108,0.9522,0.91333,0.000437618,0.000437618,0.000437618
393,4572.14,0.47625,0.31559,0.83331,0.69359,0.72296,0.72375,0.49089,1.00269,0.95879,0.93375,0.000436911,0.000436911,0.000436911
394,4583.58,0.45227,0.2956,0.81654,0.63915,0.76534,0.70652,0.46865,1.01709,1.02102,0.95366,0.000436204,0.000436204,0.000436204
395,4595.1,0.46955,0.30623,0.81613,0.66937,0.78688,0.72956,0.49057,1.03137,0.95003,0.93563,0.000435497,0.000435497,0.000435497
396,4606.84,0.48863,0.31188,0.82258,0.66181,0.79472,0.72882,0.49306,1.00639,0.90836,0.93266,0.00043479,0.00043479,0.00043479
397,4618.57,0.47797,0.31364,0.82385,0.66018,0.78554,0.74468,0.50194,0.98117,0.90958,0.92151,0.000434083,0.000434083,0.000434083
398,4630.82,0.46952,0.30981,0.82628,0.69782,0.77533,0.76208,0.51301,0.98825,0.88647,0.92794,0.000433377,0.000433377,0.000433377
399,4642.2,0.4631,0.30251,0.82206,0.69396,0.78525,0.75559,0.5043,1.00261,0.89795,0.92961,0.00043267,0.00043267,0.00043267
400,4653.79,0.46651,0.30711,0.82109,0.67449,0.7751,0.73077,0.49234,1.00572,0.9469,0.94685,0.000431963,0.000431963,0.000431963
401,4665.1,0.46897,0.30993,0.82384,0.67036,0.81375,0.73774,0.49675,1.00712,0.95309,0.95917,0.000431256,0.000431256,0.000431256
402,4676.71,0.47488,0.31327,0.82865,0.67234,0.78846,0.74362,0.50515,0.986,0.97056,0.94358,0.000430549,0.000430549,0.000430549
403,4688.6,0.47305,0.3145,0.82037,0.65201,0.79323,0.71555,0.48363,0.99641,0.97437,0.94774,0.000429842,0.000429842,0.000429842
404,4700.56,0.4772,0.31623,0.82302,0.65589,0.74812,0.68987,0.46488,0.99534,1.00394,0.94695,0.000429135,0.000429135,0.000429135
405,4712.32,0.47682,0.30907,0.81924,0.67849,0.79427,0.72903,0.49489,0.99166,0.95287,0.92371,0.000428429,0.000428429,0.000428429
406,4723.99,0.46435,0.30506,0.81824,0.67846,0.82444,0.7463,0.5018,0.99708,0.93686,0.92272,0.000427722,0.000427722,0.000427722
407,4735.85,0.46391,0.30496,0.82194,0.68421,0.80872,0.72627,0.48617,1.0014,0.95265,0.93012,0.000427015,0.000427015,0.000427015
408,4747.94,0.46338,0.31131,0.82311,0.64175,0.83847,0.71207,0.48081,1.00459,0.93237,0.94151,0.000426308,0.000426308,0.000426308
409,4759.81,0.47821,0.30751,0.82202,0.6537,0.73248,0.69116,0.46861,0.98009,0.93311,0.93608,0.000425601,0.000425601,0.000425601
410,4771.45,0.46492,0.31304,0.8219,0.64005,0.76728,0.7138,0.4832,0.98872,0.92751,0.94269,0.000424894,0.000424894,0.000424894
411,4783,0.46205,0.30821,0.81957,0.61953,0.81718,0.70216,0.47905,0.99574,0.97233,0.94939,0.000424187,0.000424187,0.000424187
412,4794.69,0.44721,0.30297,0.82007,0.65413,0.76419,0.70714,0.4769,1.00835,0.98941,0.94312,0.000423481,0.000423481,0.000423481
413,4806.58,0.47031,0.3072,0.82207,0.61864,0.8398,0.72983,0.49511,0.9955,0.94944,0.92713,0.000422774,0.000422774,0.000422774
414,4817.87,0.46544,0.30521,0.81633,0.67427,0.8025,0.73847,0.5053,0.99293,0.94084,0.92725,0.000422067,0.000422067,0.000422067
415,4829.33,0.46605,0.30395,0.82835,0.64147,0.82067,0.72291,0.49134,0.9858,0.95722,0.93224,0.00042136,0.00042136,0.00042136
416,4840.69,0.47401,0.31121,0.82338,0.65289,0.84945,0.72362,0.48974,0.98899,0.94528,0.93553,0.000420653,0.000420653,0.000420653
417,4852.72,0.47271,0.30939,0.82309,0.6506,0.78896,0.70785,0.47443,0.97698,0.95624,0.92534,0.000419946,0.000419946,0.000419946
418,4864.25,0.47158,0.30565,0.81676,0.62436,0.82716,0.69883,0.47118,0.97842,0.92767,0.91986,0.000419239,0.000419239,0.000419239
419,4876.06,0.45876,0.29997,0.81922,0.64687,0.75785,0.70446,0.47262,0.98662,0.94758,0.91818,0.000418533,0.000418533,0.000418533
420,4887.91,0.47537,0.30519,0.82098,0.61161,0.83857,0.69073,0.46288,1.00168,0.97154,0.92346,0.000417826,0.000417826,0.000417826
421,4899.61,0.4627,0.30607,0.8212,0.63044,0.70077,0.68375,0.45643,1.00466,1.02548,0.94031,0.000417119,0.000417119,0.000417119
422,4911.22,0.4654,0.2988,0.82522,0.62889,0.71277,0.6721,0.45483,1.0013,1.01956,0.95253,0.000416412,0.000416412,0.000416412
423,4922.67,0.47948,0.30447,0.82527,0.64345,0.69046,0.67902,0.45503,1.01168,0.99901,0.9685,0.000415705,0.000415705,0.000415705
424,4934.42,0.46296,0.30255,0.82301,0.67768,0.72799,0.71661,0.4871,0.98733,0.94919,0.94727,0.000414998,0.000414998,0.000414998
425,4946.22,0.45997,0.3066,0.82129,0.6481,0.84086,0.73212,0.49022,0.98725,0.93758,0.92848,0.000414291,0.000414291,0.000414291
426,4957.76,0.47312,0.30382,0.82836,0.66477,0.81319,0.7278,0.48905,1.00308,0.94243,0.92723,0.000413584,0.000413584,0.000413584
427,4969.61,0.4623,0.30468,0.82275,0.66648,0.80186,0.7196,0.47466,1.00559,0.93935,0.92371,0.000412878,0.000412878,0.000412878
428,4981.34,0.45022,0.29449,0.81997,0.63173,0.81406,0.72027,0.48137,1.00285,0.93867,0.91834,0.000412171,0.000412171,0.000412171
429,4992.87,0.4447,0.29403,0.81838,0.66886,0.69985,0.6987,0.46632,0.99819,0.99425,0.91904,0.000411464,0.000411464,0.000411464
430,5004.38,0.45546,0.29677,0.82382,0.64116,0.7439,0.70189,0.46924,0.99534,1.00332,0.92029,0.000410757,0.000410757,0.000410757
431,5015.85,0.45861,0.29704,0.82165,0.67678,0.76178,0.72621,0.48818,0.98749,0.94873,0.92356,0.00041005,0.00041005,0.00041005
432,5027.63,0.47183,0.29985,0.81907,0.64128,0.82274,0.7206,0.49291,0.98463,0.96272,0.92999,0.000409343,0.000409343,0.000409343
433,5039.43,0.4559,0.29211,0.81814,0.61195,0.85062,0.72659,0.49689,0.98674,0.97004,0.93806,0.000408636,0.000408636,0.000408636
434,5051.08,0.44992,0.29992,0.82103,0.66692,0.74125,0.71923,0.48283,1.0012,0.97774,0.95309,0.00040793,0.00040793,0.00040793
435,5062.8,0.45144,0.2966,0.82212,0.6487,0.75373,0.70245,0.47338,1.0074,1.00076,0.94139,0.000407223,0.000407223,0.000407223
436,5074.33,0.46245,0.29923,0.82727,0.67205,0.72536,0.71079,0.47975,0.99007,0.96263,0.92904,0.000406516,0.000406516,0.000406516
437,5086.41,0.45151,0.29666,0.81909,0.64791,0.78518,0.72152,0.48776,0.98519,0.90106,0.91394,0.000405809,0.000405809,0.000405809
438,5097.8,0.45168,0.2959,0.81744,0.68265,0.75953,0.72718,0.49188,0.98766,0.90852,0.91848,0.000405102,0.000405102,0.000405102
439,5109.12,0.46337,0.30717,0.81976,0.68262,0.74386,0.72034,0.48378,0.99371,0.93989,0.91899,0.000404395,0.000404395,0.000404395
440,5120.66,0.46055,0.29442,0.8225,0.67064,0.76169,0.71886,0.48622,0.99746,0.95299,0.92178,0.000403688,0.000403688,0.000403688
441,5132.01,0.45301,0.29721,0.82285,0.63148,0.79656,0.71065,0.48669,0.99301,0.97017,0.93034,0.000402982,0.000402982,0.000402982
442,5143.45,0.45102,0.29568,0.81513,0.66133,0.76017,0.70801,0.47886,0.99127,0.95144,0.92368,0.000402275,0.000402275,0.000402275
443,5154.61,0.44875,0.29655,0.82491,0.61841,0.84588,0.71855,0.48448,0.98744,0.94039,0.9261,0.000401568,0.000401568,0.000401568
444,5165.98,0.45892,0.29275,0.82122,0.63346,0.72785,0.68563,0.45926,0.9912,0.96289,0.92709,0.000400861,0.000400861,0.000400861
445,5177.13,0.44823,0.30035,0.82204,0.65693,0.73668,0.68921,0.46265,1.00849,0.92136,0.9382,0.000400154,0.000400154,0.000400154
446,5188.74,0.46417,0.30462,0.82637,0.68985,0.71664,0.7027,0.47056,0.99955,0.9341,0.93583,0.000399447,0.000399447,0.000399447
447,5200.89,0.45313,0.29615,0.81654,0.63901,0.82369,0.7167,0.48454,1.00096,0.92958,0.93326,0.00039874,0.00039874,0.00039874
448,5212.78,0.45965,0.30147,0.81992,0.65324,0.77018,0.72147,0.48574,0.9906,0.94508,0.93758,0.000398034,0.000398034,0.000398034
449,5224.29,0.47067,0.3041,0.82176,0.68151,0.74205,0.718,0.48758,0.97914,0.95216,0.93323,0.000397327,0.000397327,0.000397327
450,5236,0.47798,0.31017,0.82479,0.64959,0.79412,0.69678,0.4698,0.9924,0.95267,0.92818,0.00039662,0.00039662,0.00039662
451,5247.21,0.46147,0.30829,0.82163,0.64902,0.80004,0.7062,0.47531,0.98973,0.94391,0.92281,0.000395913,0.000395913,0.000395913
452,5258.52,0.45439,0.29863,0.8223,0.66448,0.81293,0.72487,0.4909,0.99025,0.92623,0.9317,0.000395206,0.000395206,0.000395206
453,5269.85,0.44607,0.29385,0.82223,0.66,0.7962,0.72616,0.49347,0.97763,0.93915,0.93164,0.000394499,0.000394499,0.000394499
454,5281.02,0.44162,0.29054,0.82235,0.65279,0.78406,0.71544,0.48222,0.97696,0.95066,0.93372,0.000393792,0.000393792,0.000393792
455,5292.5,0.43763,0.29771,0.8193,0.63333,0.80376,0.68486,0.45615,0.99174,0.97323,0.93289,0.000393086,0.000393086,0.000393086
456,5304.08,0.44624,0.29177,0.82319,0.63537,0.83333,0.68428,0.46123,1.00629,0.95826,0.92663,0.000392379,0.000392379,0.000392379
457,5315.95,0.45352,0.29608,0.82008,0.64125,0.83906,0.71282,0.4794,1.01648,0.92926,0.93793,0.000391672,0.000391672,0.000391672
458,5327.27,0.4478,0.28723,0.81701,0.66079,0.76739,0.72214,0.4911,1.00366,0.90815,0.93656,0.000390965,0.000390965,0.000390965
459,5338.47,0.45069,0.29837,0.81561,0.63918,0.79009,0.73266,0.49897,1.00558,0.92186,0.94004,0.000390258,0.000390258,0.000390258
460,5349.66,0.44717,0.28614,0.81778,0.64676,0.80894,0.71306,0.48001,1.00064,0.9295,0.94145,0.000389551,0.000389551,0.000389551
461,5361.15,0.4513,0.29161,0.81691,0.64612,0.73478,0.6929,0.46602,0.99507,0.95923,0.94361,0.000388844,0.000388844,0.000388844
462,5372.35,0.45528,0.30031,0.82511,0.6378,0.70944,0.67166,0.45768,0.99097,1.00609,0.943,0.000388138,0.000388138,0.000388138
463,5383.98,0.43478,0.28606,0.81394,0.65637,0.70494,0.6735,0.45771,0.99499,1.01086,0.94349,0.000387431,0.000387431,0.000387431
464,5395.88,0.44563,0.29398,0.81969,0.66403,0.76418,0.68143,0.46021,0.99708,0.97017,0.93955,0.000386724,0.000386724,0.000386724
465,5407.75,0.44828,0.30121,0.82293,0.66813,0.76017,0.69712,0.47356,0.98453,0.92659,0.93175,0.000386017,0.000386017,0.000386017
466,5419.16,0.44732,0.29751,0.81445,0.66042,0.74738,0.69007,0.46542,0.98306,0.93798,0.93129,0.00038531,0.00038531,0.00038531
467,5430.94,0.43522,0.29502,0.82085,0.66406,0.73706,0.68153,0.45956,0.98573,0.97018,0.9273,0.000384603,0.000384603,0.000384603
468,5442.13,0.44497,0.28734,0.82164,0.66361,0.7491,0.68665,0.46984,0.99403,0.98918,0.93757,0.000383896,0.000383896,0.000383896
469,5454.03,0.45219,0.29415,0.81551,0.68629,0.7041,0.70082,0.47512,0.97517,0.96791,0.93788,0.00038319,0.00038319,0.00038319
470,5465.72,0.44288,0.28825,0.81425,0.66142,0.72498,0.6825,0.46145,0.96865,0.96193,0.92419,0.000382483,0.000382483,0.000382483
471,5476.94,0.44243,0.29387,0.81494,0.69982,0.70171,0.69225,0.46596,0.96487,0.95411,0.92254,0.000381776,0.000381776,0.000381776
472,5488.3,0.4448,0.2957,0.82082,0.67634,0.72275,0.71172,0.48544,0.96143,0.94447,0.9212,0.000381069,0.000381069,0.000381069
473,5499.72,0.4315,0.28402,0.82104,0.67372,0.72696,0.70142,0.47646,0.97317,0.96418,0.93214,0.000380362,0.000380362,0.000380362
474,5510.98,0.44177,0.2875,0.81944,0.69188,0.69681,0.69515,0.47152,0.98649,0.97419,0.93226,0.000379655,0.000379655,0.000379655
475,5522.51,0.43645,0.28764,0.81497,0.7196,0.68235,0.68952,0.46679,0.99304,0.99865,0.93433,0.000378948,0.000378948,0.000378948
476,5534.05,0.44209,0.29176,0.81962,0.695,0.70678,0.69551,0.47165,0.99784,0.97505,0.93873,0.000378242,0.000378242,0.000378242
477,5546.28,0.44309,0.28449,0.81868,0.671,0.70078,0.69356,0.46721,0.99483,0.98803,0.93069,0.000377535,0.000377535,0.000377535
478,5558.01,0.45163,0.29698,0.82817,0.64341,0.72499,0.69172,0.46626,1.00463,1.01601,0.92528,0.000376828,0.000376828,0.000376828
479,5569.7,0.45223,0.29153,0.8233,0.63579,0.74518,0.69823,0.47325,0.99259,0.98782,0.91826,0.000376121,0.000376121,0.000376121
480,5581.49,0.44646,0.29551,0.82261,0.67557,0.72147,0.70141,0.47815,0.98788,0.98517,0.91454,0.000375414,0.000375414,0.000375414
481,5593.17,0.45026,0.29031,0.82011,0.661,0.74701,0.70052,0.47851,0.98544,0.96962,0.91249,0.000374707,0.000374707,0.000374707
482,5604.78,0.43885,0.29031,0.81893,0.6871,0.70932,0.69009,0.47565,0.97351,0.99341,0.915,0.000374,0.000374,0.000374
483,5616.54,0.44428,0.28321,0.81442,0.63992,0.7413,0.68488,0.4624,0.9656,1.00116,0.9218,0.000373293,0.000373293,0.000373293
484,5628.45,0.44151,0.28982,0.81276,0.65655,0.74367,0.68004,0.45719,0.96813,1.01625,0.92092,0.000372587,0.000372587,0.000372587
485,5640.03,0.44696,0.29186,0.82283,0.66525,0.74929,0.69992,0.4694,0.98113,0.96574,0.91563,0.00037188,0.00037188,0.00037188
486,5651.22,0.44643,0.29594,0.81602,0.70485,0.75136,0.71903,0.48499,0.97926,0.93495,0.9206,0.000371173,0.000371173,0.000371173
487,5663.36,0.44139,0.29267,0.8141,0.6843,0.79901,0.72487,0.49028,0.99053,0.91325,0.92414,0.000370466,0.000370466,0.000370466
488,5674.83,0.42639,0.27878,0.81628,0.69485,0.74055,0.7142,0.48339,0.98175,0.95756,0.92534,0.000369759,0.000369759,0.000369759
489,5686.55,0.42707,0.277,0.81461,0.69189,0.72159,0.70563,0.48018,0.98125,1.00022,0.92641,0.000369052,0.000369052,0.000369052
490,5698.23,0.43753,0.29248,0.81854,0.70077,0.72478,0.70623,0.47841,0.97838,0.96905,0.92164,0.000368345,0.000368345,0.000368345
491,5709.95,0.42991,0.2865,0.81548,0.69287,0.72288,0.70266,0.47773,0.96743,0.94657,0.91771,0.000367639,0.000367639,0.000367639
492,5721.75,0.44195,0.28935,0.81393,0.66609,0.75872,0.70333,0.47999,0.95997,0.9459,0.91363,0.000366932,0.000366932,0.000366932
493,5733.33,0.44108,0.2929,0.81454,0.6611,0.74344,0.68809,0.46779,0.96904,0.976,0.91832,0.000366225,0.000366225,0.000366225
494,5744.44,0.42349,0.28315,0.8161,0.64512,0.76091,0.69464,0.47117,0.97796,0.96982,0.9229,0.000365518,0.000365518,0.000365518
495,5756.01,0.43401,0.29008,0.81835,0.64881,0.76394,0.68082,0.46285,0.98499,0.96853,0.92691,0.000364811,0.000364811,0.000364811
496,5767.79,0.44486,0.29334,0.81419,0.66254,0.75113,0.69389,0.47275,0.99172,0.94472,0.92805,0.000364104,0.000364104,0.000364104
497,5779.83,0.42499,0.28036,0.81499,0.66478,0.74425,0.70902,0.48543,0.98723,0.95702,0.92073,0.000363397,0.000363397,0.000363397
498,5791.53,0.43917,0.28739,0.81737,0.63979,0.76312,0.7124,0.4816,0.97975,0.95971,0.91541,0.000362691,0.000362691,0.000362691
499,5803.26,0.43218,0.28215,0.80887,0.60822,0.8105,0.70704,0.47866,0.97355,0.95406,0.91034,0.000361984,0.000361984,0.000361984
500,5815,0.4304,0.28182,0.81438,0.64714,0.72926,0.7056,0.47512,0.97326,0.9619,0.90995,0.000361277,0.000361277,0.000361277
501,5826.88,0.42741,0.28666,0.8205,0.63881,0.74304,0.6935,0.46576,0.97327,0.97313,0.90761,0.00036057,0.00036057,0.00036057
502,5838.11,0.43202,0.28334,0.81883,0.627,0.75653,0.70535,0.47414,0.98519,0.96433,0.91026,0.000359863,0.000359863,0.000359863
503,5849.28,0.43827,0.28067,0.81602,0.68884,0.72744,0.71821,0.47988,0.98349,0.95641,0.90778,0.000359156,0.000359156,0.000359156
504,5860.85,0.43363,0.28611,0.82158,0.6793,0.74504,0.71831,0.48997,0.98588,0.97365,0.92052,0.000358449,0.000358449,0.000358449
505,5872.41,0.43189,0.28372,0.81761,0.68381,0.7508,0.72255,0.49432,0.9914,0.95483,0.93977,0.000357743,0.000357743,0.000357743
506,5884.27,0.43014,0.2811,0.81399,0.67788,0.78731,0.72262,0.48989,0.98684,0.95574,0.92759,0.000357036,0.000357036,0.000357036
507,5896.09,0.42724,0.2785,0.81868,0.68005,0.79552,0.72762,0.4925,0.98939,0.922,0.92495,0.000356329,0.000356329,0.000356329
508,5907.72,0.43139,0.28986,0.81579,0.6872,0.80747,0.729,0.49248,0.99389,0.9316,0.92987,0.000355622,0.000355622,0.000355622
509,5919.03,0.43422,0.2897,0.81976,0.66058,0.80366,0.71182,0.4803,0.99221,0.9542,0.92625,0.000354915,0.000354915,0.000354915
510,5930.72,0.42365,0.2895,0.81899,0.70038,0.75631,0.71902,0.48531,0.9776,0.93961,0.91688,0.000354208,0.000354208,0.000354208
511,5942.17,0.43762,0.28145,0.81425,0.67818,0.76154,0.72022,0.49066,0.97521,0.95507,0.91365,0.000353501,0.000353501,0.000353501
512,5953.91,0.44725,0.29122,0.81396,0.67687,0.75344,0.72958,0.48739,0.98062,0.9766,0.92521,0.000352795,0.000352795,0.000352795
513,5965.16,0.43369,0.27871,0.81829,0.67076,0.75466,0.72615,0.48705,0.98228,0.98385,0.92269,0.000352088,0.000352088,0.000352088
514,5976.51,0.42526,0.28119,0.81224,0.68624,0.73357,0.71096,0.48281,0.97071,1.01164,0.91948,0.000351381,0.000351381,0.000351381
515,5988.16,0.42621,0.28442,0.81317,0.68846,0.71122,0.69998,0.47687,0.95953,1.02526,0.90789,0.000350674,0.000350674,0.000350674
516,5999.56,0.42931,0.28225,0.81532,0.68742,0.72994,0.7066,0.48006,0.9619,1.00351,0.90827,0.000349967,0.000349967,0.000349967
517,6010.97,0.42089,0.27905,0.81683,0.71307,0.70164,0.71047,0.48274,0.9628,0.98617,0.91034,0.00034926,0.00034926,0.00034926
518,6022.59,0.42032,0.27465,0.81557,0.68765,0.69485,0.70543,0.47784,0.97159,0.98145,0.92332,0.000348553,0.000348553,0.000348553
519,6034,0.42665,0.28373,0.81683,0.64575,0.74921,0.69974,0.47541,0.98336,0.99042,0.92567,0.000347847,0.000347847,0.000347847
520,6045.18,0.43326,0.2817,0.81757,0.70087,0.71166,0.71531,0.48639,0.98345,0.97329,0.92316,0.00034714,0.00034714,0.00034714
521,6056.51,0.41512,0.2803,0.81201,0.70265,0.73776,0.71636,0.48489,0.98117,0.98361,0.92552,0.000346433,0.000346433,0.000346433
522,6067.99,0.43367,0.28151,0.81924,0.69119,0.73095,0.70992,0.48024,0.97261,1.01952,0.93021,0.000345726,0.000345726,0.000345726
523,6079.82,0.42973,0.28294,0.81298,0.68374,0.71799,0.70426,0.47752,0.968,0.98944,0.92751,0.000345019,0.000345019,0.000345019
524,6091.84,0.43094,0.2812,0.81241,0.71049,0.69838,0.69981,0.47321,0.97409,0.99613,0.92537,0.000344312,0.000344312,0.000344312
525,6103.52,0.41823,0.27769,0.81475,0.68893,0.71097,0.70796,0.48191,0.96842,0.97756,0.91925,0.000343605,0.000343605,0.000343605
526,6115.67,0.41812,0.27735,0.81409,0.68015,0.72043,0.70927,0.48812,0.97146,0.95918,0.91347,0.000342899,0.000342899,0.000342899
527,6127.53,0.42508,0.2824,0.81369,0.64372,0.77261,0.71353,0.48792,0.97653,0.9658,0.91231,0.000342192,0.000342192,0.000342192
528,6139.44,0.42235,0.27881,0.8172,0.62878,0.79651,0.71792,0.48977,0.97047,0.95769,0.91001,0.000341485,0.000341485,0.000341485
529,6151.09,0.42055,0.27514,0.81006,0.66631,0.75698,0.71622,0.4877,0.96501,0.9481,0.90914,0.000340778,0.000340778,0.000340778
530,6162.9,0.41972,0.2766,0.81508,0.6582,0.78851,0.71574,0.48911,0.96294,0.92769,0.90754,0.000340071,0.000340071,0.000340071
531,6174.66,0.42429,0.27866,0.81678,0.67353,0.81088,0.71567,0.48632,0.97218,0.92264,0.91044,0.000339364,0.000339364,0.000339364
532,6186.53,0.42926,0.28525,0.81677,0.67996,0.77527,0.72292,0.49558,0.9697,0.89782,0.91139,0.000338657,0.000338657,0.000338657
533,6198.38,0.42099,0.27597,0.8159,0.69507,0.76991,0.72259,0.4952,0.96685,0.88885,0.91271,0.00033795,0.00033795,0.00033795
534,6210.15,0.42141,0.28299,0.81661,0.70473,0.75767,0.72187,0.48559,0.97863,0.91112,0.91416,0.000337244,0.000337244,0.000337244
535,6221.61,0.41452,0.27334,0.81624,0.64859,0.77651,0.70879,0.47679,0.98649,0.95919,0.9209,0.000336537,0.000336537,0.000336537
536,6233.76,0.42028,0.2772,0.81121,0.6624,0.76666,0.70436,0.47905,0.98123,0.96448,0.92002,0.00033583,0.00033583,0.00033583
537,6245.44,0.4098,0.27442,0.81396,0.70341,0.71791,0.70117,0.47261,0.98553,0.98702,0.92618,0.000335123,0.000335123,0.000335123
538,6257.09,0.41592,0.27816,0.81203,0.71466,0.7173,0.70232,0.47293,0.9748,0.95421,0.92227,0.000334416,0.000334416,0.000334416
539,6268.69,0.41875,0.27366,0.81494,0.70408,0.73993,0.71321,0.48141,0.97469,0.9537,0.92451,0.000333709,0.000333709,0.000333709
540,6280.29,0.40897,0.27041,0.81568,0.70734,0.7495,0.7189,0.4842,0.97024,0.94571,0.92326,0.000333002,0.000333002,0.000333002
541,6291.48,0.42236,0.27382,0.81406,0.68016,0.73735,0.70693,0.48006,0.97479,0.97166,0.92913,0.000332296,0.000332296,0.000332296
542,6302.79,0.41105,0.27301,0.81784,0.67124,0.73232,0.69192,0.47128,0.97221,1.00426,0.93247,0.000331589,0.000331589,0.000331589
543,6314.19,0.41831,0.27684,0.81603,0.65211,0.74148,0.67612,0.46305,0.96813,1.02517,0.93199,0.000330882,0.000330882,0.000330882
544,6325.32,0.406,0.26991,0.8112,0.66026,0.71727,0.66512,0.45691,0.97032,1.02754,0.92701,0.000330175,0.000330175,0.000330175
545,6337.05,0.42405,0.28122,0.81702,0.63498,0.75466,0.67124,0.45998,0.9691,1.01333,0.92671,0.000329468,0.000329468,0.000329468
546,6348.45,0.41162,0.27071,0.8191,0.65703,0.73471,0.67833,0.46679,0.96408,0.98377,0.9214,0.000328761,0.000328761,0.000328761
547,6360.29,0.42918,0.28021,0.81644,0.64864,0.76927,0.68978,0.47474,0.9593,0.99363,0.92029,0.000328054,0.000328054,0.000328054
548,6371.55,0.42349,0.27563,0.81419,0.63982,0.7692,0.68186,0.46956,0.96413,0.99667,0.92198,0.000327348,0.000327348,0.000327348
549,6382.78,0.42023,0.27304,0.81539,0.65111,0.76513,0.69133,0.46968,0.96116,0.9541,0.91954,0.000326641,0.000326641,0.000326641
550,6393.95,0.40777,0.27156,0.81687,0.68417,0.72505,0.69699,0.47692,0.96074,0.92686,0.91888,0.000325934,0.000325934,0.000325934
